Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
MSW PFAS Concentration,MSW_PFAS,PFOA,PFOA concentration,1.07,10e-6g/kg,4,,,,0,10,,"Based on Vermont report for Consumer Waste, rounded slightly down since this report tested places suspected to have PFAS. Also taking into account food waste has relatively low levels. "
MSW PFAS Concentration,MSW_PFAS,PFOS,PFOS concentration,0.84,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,4,,,,0,10,,
Contact Water,ContactWater,density,Density,1,kg/L,,,,,,,,
Contact Water,ContactWater,ts_cont,Total solids content - wet,0,fraction wet weight,,,,,,,,"Assume no solids in contact water, or update based on data from process"
Contact Water,ContactWater,C_cont,Organic C content - dry,0.6,fraction TS,,,,,,,,**Assume same as active composting
Contact Water PFAS Concentration,ContactWater_PFAS,PFOA,PFOA concentration,0.2,10e-6g/kg,,,,,,,[9][8],
Contact Water PFAS Concentration,ContactWater_PFAS,PFOS,PFOS concentration,0.06,10e-6g/kg,,,,,,,[9] [8],
Contact Water PFAS Concentration,ContactWater_PFAS,PFBA,PFBA concentration,1,10e-6g/kg,,,,,,,[9],
Contact Water PFAS Concentration,ContactWater_PFAS,PFPeA,PFPeA concentration,0.94,10e-6g/kg,,,,,,,[9],
Contact Water PFAS Concentration,ContactWater_PFAS,PFHxA,PFHxA concentration,4.76,10e-6g/kg,,,,,,,[9] [8],
Contact Water PFAS Concentration,ContactWater_PFAS,PFHpA,PFHpA concentration,0.29,10e-6g/kg,,,,,,,[9],
Contact Water PFAS Concentration,ContactWater_PFAS,PFNA,PFNA concentration,0.03,10e-6g/kg,,,,,,,[9] [8],
Contact Water PFAS Concentration,ContactWater_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,n/a,
Contact Water PFAS Concentration,ContactWater_PFAS,PFBS,PFBS concentration,2.13,10e-6g/kg,,,,,,,[9] [8],
Contact Water PFAS Concentration,ContactWater_PFAS,PFHxS,PFHxS concentration,0.0115,10e-6g/kg,,,,,,,[9] [8],
Contaminated Soil,ContaminatedSoil,bulk_dens,Bulk density - wet,1175,kg/m3,4,,,,900,1400,n/a,User should input known properties for contaminated soil
Contaminated Soil,ContaminatedSoil,ts_cont,Total solids content - wet,0.85,fraction wet weight,,,,,,,n/a,User should input known properties for contaminated soil
Contaminated Soil,ContaminatedSoil,C_cont,Organic C content - dry,0.01,fraction TS,4,,,,0.005,0.1,n/a,User should input known properties for contaminated soil
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFOA,PFOA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFOS,PFOS concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFBA,PFBA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFPeA,PFPeA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHxA,PFHxA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHpA,PFHpA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFNA,PFNA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known properties for contaminated soil
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFDA,PFDA concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFBS,PFBS concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHxS,PFHxS concentration,1000,10e-6g/kg,4,,,,0,3000,n/a,User should input known contamination level of soil.
Combustion Residuals,CombustionResiduals,bulk_dens,Bulk density - wet,1000,kg/m3,,,,,,,,
Combustion Residuals,CombustionResiduals,ts_cont,Total solids content - wet,0.85,fraction wet weight,,,,,,,,
Combustion Residuals,CombustionResiduals,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOA,PFOA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15] ,"Data sparse on PFAS, but low to non-detectable levels shown  Note, issues with recovery in ash material could lead to bias. Sources indicate relatively low levels of PFAS detected in ash from incineration. Temperature and operating conditions will also influence residual. "
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOS,PFOS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],"Data sparse on PFAS, but low to non-detectable levels shown. Note, issues with recovery in ash material could lead to bias. Sources indicate relatively low levels of PFAS detected in ash from incineration. Temperature and operating conditions will also influence residual. "
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFBA,PFBA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFPeA,PFPeA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHxA,PFHxA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHpA,PFHpA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFNA,PFNA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFDA,PFDA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFBS,PFBS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHxS,PFHxS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,[11]?[15],
LF Leachate,LFLeachate,density,Density,1,kg/L,4,,,,0.995,1.005,,
LF Leachate,LFLeachate,ts_cont,Total solids content - wet,0.01,fraction wet weight,4,,,,0.005,0.05,,
LF Leachate,LFLeachate,C_cont,Organic C content - dry,0.5,fraction TS,4,,,,0.3,0.7,,***
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOA,PFOA concentration,5.7,10e-6g/kg,4,,,,0.3,10,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOS,PFOS concentration,0.09,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFBA,PFBA concentration,0.75,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFPeA,PFPeA concentration,0.68,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHxA,PFHxA concentration,1.65,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHpA,PFHpA concentration,0.55,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFNA,PFNA concentration,0.05,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFDA,PFDA concentration,0.03,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFBS,PFBS concentration,0.19,10e-6g/kg,,,,,,,[16],
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHxS,PFHxS concentration,0.27,10e-6g/kg,,,,,,,[16],
Contaminated Water,ContaminatedWater,density,Density,1,kg/L,,,,,,,,
Contaminated Water,ContaminatedWater,ts_cont,Total solids content - wet,0.005,fraction wet weight,,,,,,,,User should input known properties for contaminated water
Contaminated Water,ContaminatedWater,C_cont,Organic C content - dry,0.5,kg C/kg TS,,,,,,,,User should input known properties for contaminated water
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOA,PFOA concentration,100,10e-6g/kg,4,,,,10,1000,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOS,PFOS concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFBA,PFBA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFPeA,PFPeA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHxA,PFHxA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHpA,PFHpA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFNA,PFNA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFDA,PFDA concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFBS,PFBS concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHxS,PFHxS concentration,100,10e-6g/kg,,,,,,,n/a,User should input known contamination level of water.
WWT Screen Rejects,WWTScreenRejects,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,**
WWT Screen Rejects,WWTScreenRejects,ts_cont,Total solids content - wet,0.6,fraction wet weight,,,,,,,,**
WWT Screen Rejects,WWTScreenRejects,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,**
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFOA,PFOA concentration,0,10e-6g/kg,,,,,,,,*** Check Value***
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFOS,PFOS concentration,0.297333,10e-6g/kg,,,,,,,[18],Limited data based on survey from Vermont Waste Management.
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFBA,PFBA concentration,0.164333,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFPeA,PFPeA concentration,0.414,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHxA,PFHxA concentration,0.481333,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHpA,PFHpA concentration,0.065333,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFNA,PFNA concentration,0.054333,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFDA,PFDA concentration,0.176667,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFBS,PFBS concentration,0.060667,10e-6g/kg,,,,,,,[18],
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,[18],
Dewatered WWT Solids,DewateredWWTSolids,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,ts_cont,Total solids content - wet,0.2,fraction wet weight,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,C_cont,Organic C content - dry,0.38,fraction TS,,,,,0.3,0.45,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOA,PFOA concentration,0.934565,10e-6g/kg,5,0.934565,,,0.13008,3.98008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOS,PFOS concentration,3.678926,10e-6g/kg,5,3.678926,,,0.53208,11.30008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFBA,PFBA concentration,0.146226,10e-6g/kg,5,0.146226,,,0.00008,0.98008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFPeA,PFPeA concentration,0.365103,10e-6g/kg,5,0.365103,,,0.00008,4.98008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHxA,PFHxA concentration,0.511518,10e-6g/kg,5,0.511518,,,0.00008,2.26008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHpA,PFHpA concentration,0.088188,10e-6g/kg,5,0.088188,,,0.00008,0.86808,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFNA,PFNA concentration,0.373149,10e-6g/kg,5,0.373149,,,0.00008,1.34208,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFDA,PFDA concentration,1.55218,10e-6g/kg,5,1.55218,,,0.13928,16.86008,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFBS,PFBS concentration,0.125018,10e-6g/kg,5,0.125018,,,0.00008,1.59408,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHxS,PFHxS concentration,0.107265,10e-6g/kg,5,0.107265,,,0.00008,0.55608,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids,DriedWWTSolids,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,
Dried WWT Solids,DriedWWTSolids,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
Dried WWT Solids,DriedWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Dried WWT Solids,DriedWWTSolids,C_cont,Organic C content - dry,0.38,fraction TS,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOA,PFOA concentration,4.20519077,10e-6g/kg,5,4.20519077,,,0.58501,17.91001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOS,PFOS concentration,16.5548177,10e-6g/kg,5,16.5548177,,,2.39401,50.85001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFBA,PFBA concentration,0.65766769,10e-6g/kg,5,0.65766769,,,0.00001,4.41001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFPeA,PFPeA concentration,1.64261385,10e-6g/kg,5,1.64261385,,,0.00001,22.41001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHxA,PFHxA concentration,2.30148308,10e-6g/kg,5,2.30148308,,,0.00001,10.17001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHpA,PFHpA concentration,0.39649462,10e-6g/kg,5,0.39649462,,,0.00001,3.90601,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFNA,PFNA concentration,1.67882154,10e-6g/kg,5,1.67882154,,,0.00001,6.03901,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFDA,PFDA concentration,6.98446,10e-6g/kg,5,6.98446,,,0.62641,75.87001,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFBS,PFBS concentration,0.56223308,10e-6g/kg,5,0.56223308,,,0.00001,7.17301,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHxS,PFHxS concentration,0.48234077,10e-6g/kg,5,0.48234077,,,0.00001,2.50201,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids,RawWWTSolids,bulk_dens,Bulk density - wet,1000,kg/m3,,,,,,,,Assumes mostly liquid volume
Raw WWT Solids,RawWWTSolids,ts_cont,Total solids content - wet,0.03,kg-TS/kg,,,,,0.005,0.05,,1% - 3% solids typical
Raw WWT Solids,RawWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Raw WWT Solids,RawWWTSolids,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOA,PFOA concentration,0.14027,10e-6g/kg,5,0.14027,,,0.019597,0.597097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOS,PFOS concentration,0.551924,10e-6g/kg,5,0.551924,,,0.079897,1.695097,[18],"Based on Vermont PFAS waste testing report sludge estimates, assuming TS solids content and influent PFAS concentration of 0.0001 ug/L "
