Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
GAC Removal Efficiency,GAC_RemEff,PFBS,PFBS removal efficiency,0.9,fraction,,,,,,,,
GAC Removal Efficiency,GAC_RemEff,PFHxS,PFHxS removal efficiency,0.9,fraction,,,,,,,,
Ion Exchange paramteres,IonEx,ts_rem_med,Solids content of removal media - wet,0.9,fraction,,,,,,,,
Ion Exchange paramteres,IonEx,VS_rem_med,VS content of removal media  - dry,0.9,fraction,,,,,,,,
Ion Exchange paramteres,IonEx,C_rem_med,C content of removal media  - dry,0.5,fraction,,,,,,,,
Ion Exchange paramteres,IonEx,IonExRes_dens,Ion Exchange Resin bed density,500,kg/m3,,,,,,,,
Ion Exchange paramteres,IonEx,Bed_vol_ratio,Bed volumes: V(H2O)/V(Ion Exchange Resin),20000,ratio,4,,,,5000,40000,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFOA,PFOA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFOS,PFOS removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFBA,PFBA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFPeA,PFPeA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFHxA,PFHxA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFHpA,PFHpA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFNA,PFNA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFDA,PFDA removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFBS,PFBS removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
Ion Exchange Removal Efficiency,IonEx_RemEff,PFHxS,PFHxS removal efficiency,0.99,fraction,4,,,,0.97,0.999,,
